0,100,30
3.930111978,100,30
3.930111978,86.68758079,26
6.957818347,86.68758079,26
6.957818347,76.59167599,23
11.6298491,76.59167599,23
11.6298491,63.27683616,19
14.87613708,63.27683616,19
14.87613708,43.53671348,13
17.78039204,43.53671348,13
17.78039204,33.33067066,10
20.59677864,33.33067066,10
20.59677864,30.10931501,9
21.68145663,30.10931501,9
21.68145663,13.58812736,4
31.36125756,13.58812736,4
31.36125756,10.35152184,3
33.31929376,10.35152184,3
33.31929376,6.799510067,2
37.24165977,6.799510067,2
37.24165977,0,0
100,0,0
200,0,0
