,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1,8022.299,7962.048,7883.371,7822.778,7721.188,7627.03,7528.544,7429.97,7304.928,7169.949
0.2,7869.239,7821.157,7772.073,7686.139,7589.036,7448.934,7370.341,7234.56,7077.868,6981.79
0.3,7758.154,7698.685,7627.006,7539.653,7387.24,7309.326,7207.495,7044.905,6913.329,6795.51
0.4,7634.539,7601.106,7529.517,7417.639,7294.839,7160.026,7006.898,6911.84,6759.019,6581.041
0.5,7561.201,7499.169,7406.65,7274.913,7166.347,7030.23,6831.4,6706.402,6599.035,6431.228
0.6,7490.436,7405.128,7276.163,7178.371,7067.944,6851.532,6722.302,6607.673,6400.822,6271.791
0.7,7353.202,7318.564,7204.018,7075.737,6896.881,6748.945,6558.922,6436.243,6260.948,6102.72
0.8,7266.13,7206.701,7161.389,6965.561,6806.614,6661.542,6533.091,6351.008,5989.09,5911.117
0.9,7175.166,7154.708,7026.233,6884.636,6749.959,6557.243,6278.533,6188.435,5904.636,5686.483
1.0,7169.37,7013.019,6967.283,6813.832,6660.049,6488.052,6229.774,5978.992,5813.651,5490.218
