,0
0.0,15663266.0
0.1,15177721.0
0.2,14741096.8
0.3,14183070.8
0.4,13900663.6
0.5,13540841.6
0.6,13108836.6
0.7,12878269.0
0.8,12498472.6
0.9,12081020.0
1.0,11910367.4
1.1,11816176.4
1.2,11452910.0
1.3,10947248.2
1.4,10929865.6
1.5,10660660.0
1.6,10555519.0
1.7,10039340.0
1.8,10545320.4
1.9,9043363.2
2.0,9736745.0
