location[0],location[1],state,age,now_phagocytose,max_phagocytose,CSF1R,trans,trans_num,rest_time,life_span,b_C,b_CI,b_G
49,85,M2,56.5821,0,2,1,1,1,0,720,0.675,0.45,0.137904
2,26,M2,269.48,0,2,1,1,5,0,720,0.675,0.45,0.137904
7,28,M2,608.673,0,2,1,1,1,0,720,0.675,0.45,0.137904
78,95,M2,162.066,0,2,1,1,1,0,720,0.675,0.45,0.137904
5,10,M1,547.095,0,2,1,1,4,0,720,0.675,0.45,0.137904
85,23,M2,452.896,0,2,1,1,0,0,720,0.675,0.45,0.137904
1,38,M2,220.643,0,2,1,1,2,0,720,0.675,0.45,0.137904
80,22,M2,142.372,0,2,1,1,6,0,720,0.675,0.45,0.137904
26,20,M2,255.354,0,2,1,1,0,0,720,0.675,0.45,0.137904
70,31,M2,691.042,0,2,1,1,1,0,720,0.675,0.45,0.137904
37,1,M2,622.128,0,2,1,1,2,0,720,0.675,0.45,0.137904
86,95,M1,75.5342,0,2,1,1,6,0,720,0.675,0.45,0.137904
30,9,M2,400.858,0,2,1,1,2,0,720,0.675,0.45,0.137904
42,89,M2,669.865,0,2,1,1,4,0,720,0.675,0.45,0.137904
63,97,M2,170.244,0,2,1,1,2,0,720,0.675,0.45,0.137904
2,57,M2,538.48,0,2,1,1,0,0,720,0.675,0.45,0.137904
3,34,M2,112.013,0,2,1,1,5,0,720,0.675,0.45,0.137904
67,97,M2,557.56,0,2,1,1,1,0,720,0.675,0.45,0.137904
8,9,M0,22.7926,0,2,1,1,2,0,720,0.675,0.45,0.137904
17,22,M2,259.976,0,2,1,1,1,0,720,0.675,0.45,0.137904
8,66,M2,145.654,0,2,1,1,3,0,720,0.675,0.45,0.137904
86,9,M2,35.4936,0,2,1,1,6,0,720,0.675,0.45,0.137904
91,50,M2,191.506,0,2,1,1,2,0,720,0.675,0.45,0.137904
85,21,M2,385.191,0,2,1,1,6,0,720,0.675,0.45,0.137904
73,9,M2,212.136,0,2,1,1,4,0,720,0.675,0.45,0.137904
14,28,M2,332.003,0,2,1,1,2,0,720,0.675,0.45,0.137904
45,96,M2,306.664,0,2,1,1,1,0,720,0.675,0.45,0.137904
72,4,M2,206.978,0,2,1,1,5,0,720,0.675,0.45,0.137904
49,3,M0,192.034,0,2,1,1,5,0,720,0.675,0.45,0.137904
75,14,M2,671.603,0,2,1,1,4,0,720,0.675,0.45,0.137904
1,39,M2,250.542,0,2,1,1,1,0,720,0.675,0.45,0.137904
4,37,M0,202.159,0,2,1,1,4,0,720,0.675,0.45,0.137904
5,87,M0,23.4431,0,2,1,1,4,0,720,0.675,0.45,0.137904
25,6,M0,63.762,0,2,1,1,0,0,720,0.675,0.45,0.137904
44,6,M0,249.123,0,2,1,1,6,0,720,0.675,0.45,0.137904
29,12,M0,387.887,0,2,1,1,4,0,720,0.675,0.45,0.137904
