,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1,7331.078,6892.504,6439.804,5998.136,5623.155,5262.626,4935.029,4627.661,4337.285,4096.124
0.2,6864.904,6432.68,6010.65,5582.917,5197.02,4853.885,4552.02,4242.539,4027.433,3788.923
0.3,6466.8,6083.066,5646.498,5239.818,4869.025,4545.07,4255.696,3985.864,3739.235,3524.552
0.4,6159.227,5785.841,5390.274,4985.344,4657.259,4329.596,4023.897,3787.966,3523.846,3311.152
0.5,5885.243,5506.535,5128.626,4749.492,4415.726,4110.982,3842.241,3584.079,3372.944,3170.012
0.6,5636.138,5297.475,4932.496,4547.619,4220.882,3937.902,3667.306,3433.689,3231.124,3037.959
0.7,5422.276,5084.961,4713.019,4368.575,4075.336,3766.313,3516.048,3303.608,3092.094,2923.697
0.8,5230.764,4919.125,4592.935,4219.078,3933.055,3626.162,3407.09,3159.8,2987.099,2806.084
0.9,5061.458,4743.982,4420.237,4098.507,3785.09,3506.71,3272.089,3056.225,2878.797,2719.544
1.0,4904.306,4613.349,4284.963,3948.745,3678.273,3408.357,3184.392,2944.75,2767.663,2614.371
