location[0],location[1],state,age,now_phagocytose,max_phagocytose,CSF1R,trans,trans_num,rest_time,life_span,b_C,b_CI,b_G
18,23,M2,214.301,0,2,1,1,2,0,720,0.675,0.45,0.137904
72,28,M2,696.775,0,2,1,1,5,0,720,0.675,0.45,0.137904
5,30,M2,297.729,0,2,1,1,5,0,720,0.675,0.45,0.137904
42,74,M2,189.556,0,2,1,1,5,0,720,0.675,0.45,0.137904
63,14,M2,384.247,0,2,1,1,3,0,720,0.675,0.45,0.137904
82,69,M2,467.169,0,2,1,1,5,0,720,0.675,0.45,0.137904
33,27,M2,227.27,0,2,1,1,3,0,720,0.675,0.45,0.137904
65,95,M2,295.723,0,2,1,1,1,0,720,0.675,0.45,0.137904
97,63,M2,227.571,0,2,1,1,2,0,720,0.675,0.45,0.137904
20,96,M2,258.617,0,2,1,1,0,0,720,0.675,0.45,0.137904
5,86,M2,222.764,0,2,1,1,0,0,720,0.675,0.45,0.137904
74,57,M2,538.496,0,2,1,0,3,0,720,0.675,0.45,0.137904
62,2,M2,646.134,0,2,1,1,6,0,720,0.675,0.45,0.137904
9,26,M2,630.978,0,2,1,1,2,0,720,0.675,0.45,0.137904
72,81,M2,583.143,0,2,1,1,1,0,720,0.675,0.45,0.137904
19,70,M2,323.461,0,2,1,1,4,0,720,0.675,0.45,0.137904
94,43,M2,329.979,0,2,1,1,0,0,720,0.675,0.45,0.137904
93,92,M2,491.029,0,2,1,1,1,0,720,0.675,0.45,0.137904
76,83,M2,298.503,0,2,1,1,5,0,720,0.675,0.45,0.137904
45,13,M2,710.397,0,2,1,1,1,0,720,0.675,0.45,0.137904
8,5,M2,170.703,0,2,1,1,3,0,720,0.675,0.45,0.137904
8,2,M2,590.17,0,2,1,1,3,0,720,0.675,0.45,0.137904
12,38,M2,83.4518,0,2,1,1,1,0,720,0.675,0.45,0.137904
19,16,M2,657.441,0,2,1,1,4,0,720,0.675,0.45,0.137904
30,72,M2,66.1509,0,2,1,0,2,0,720,0.675,0.45,0.137904
78,77,M2,653.71,0,2,1,1,5,0,720,0.675,0.45,0.137904
90,45,M2,402.534,0,2,1,1,3,0,720,0.675,0.45,0.137904
93,22,M2,675.641,0,2,1,1,4,0,720,0.675,0.45,0.137904
4,16,M2,94.7456,0,2,1,1,5,0,720,0.675,0.45,0.137904
93,96,M2,465.746,0,2,1,1,6,0,720,0.675,0.45,0.137904
5,41,M2,101.583,0,2,1,1,1,0,720,0.675,0.45,0.137904
18,78,M2,352.627,0,2,1,1,6,0,720,0.675,0.45,0.137904
4,14,M2,143.612,0,2,1,1,5,0,720,0.675,0.45,0.137904
94,71,M2,273.458,0,2,1,1,1,0,720,0.675,0.45,0.137904
83,70,M2,296.303,0,2,1,1,2,0,720,0.675,0.45,0.137904
79,73,M2,677.637,0,2,1,1,6,0,720,0.675,0.45,0.137904
14,30,M2,666.37,0,2,1,1,1,0,720,0.675,0.45,0.137904
71,96,M2,168.122,0,2,1,1,1,0,720,0.675,0.45,0.137904
14,14,M2,360.733,0,2,1,1,2,0,720,0.675,0.45,0.137904
48,8,M2,166.572,0,2,1,1,5,0,720,0.675,0.45,0.137904
53,11,M2,76.0538,0,2,1,1,2,0,720,0.675,0.45,0.137904
89,82,M2,693.293,0,2,1,1,0,0,720,0.675,0.45,0.137904
91,32,M2,564.095,0,2,1,1,0,0,720,0.675,0.45,0.137904
29,81,M2,703.437,0,2,1,1,4,0,720,0.675,0.45,0.137904
11,91,M2,67.4666,0,2,1,1,3,0,720,0.675,0.45,0.137904
17,20,M2,697.198,0,2,1,1,5,0,720,0.675,0.45,0.137904
66,94,M2,383.79,0,2,1,1,6,0,720,0.675,0.45,0.137904
60,4,M2,217.111,0,2,1,1,1,0,720,0.675,0.45,0.137904
2,63,M2,461.926,0,2,1,1,6,0,720,0.675,0.45,0.137904
86,88,M2,430.492,0,2,1,1,3,0,720,0.675,0.45,0.137904
66,95,M2,448.264,0,2,1,1,2,0,720,0.675,0.45,0.137904
22,92,M2,241.176,0,2,1,1,3,0,720,0.675,0.45,0.137904
6,98,M2,600.82,0,2,1,1,2,0,720,0.675,0.45,0.137904
58,5,M2,370.677,0,2,1,1,0,0,720,0.675,0.45,0.137904
89,80,M2,98.7306,0,2,1,1,4,0,720,0.675,0.45,0.137904
89,17,M2,356.03,0,2,1,1,6,0,720,0.675,0.45,0.137904
76,76,M2,533.018,0,2,1,1,1,0,720,0.675,0.45,0.137904
38,95,M2,51.8858,0,2,1,1,1,0,720,0.675,0.45,0.137904
91,68,M2,542.199,0,2,1,1,4,0,720,0.675,0.45,0.137904
98,19,M2,580.79,0,2,1,1,6,0,720,0.675,0.45,0.137904
3,5,M2,227.797,0,2,1,1,0,0,720,0.675,0.45,0.137904
18,21,M2,157.292,0,2,1,1,3,0,720,0.675,0.45,0.137904
76,13,M2,687.229,0,2,1,1,3,0,720,0.675,0.45,0.137904
82,80,M2,396.059,0,2,1,1,0,0,720,0.675,0.45,0.137904
78,87,M2,344.601,0,2,1,1,1,0,720,0.675,0.45,0.137904
90,85,M2,309.885,0,2,1,1,1,0,720,0.675,0.45,0.137904
4,23,M0,18.064,0,2,1,1,3,0,720,0.675,0.45,0.137904
26,12,M1,424.641,0,2,1,1,3,0,720,0.675,0.45,0.137904
1,22,M2,140.561,0,2,1,1,3,0,720,0.675,0.45,0.137904
75,5,M2,92.603,0,2,1,1,6,0,720,0.675,0.45,0.137904
79,12,M1,157.723,0,2,1,1,1,0,720,0.675,0.45,0.137904
2,4,M2,491.462,0,2,1,1,5,0,720,0.675,0.45,0.137904
21,95,M2,422.418,0,2,1,1,0,0,720,0.675,0.45,0.137904
17,19,M2,709.736,0,2,1,1,3,0,720,0.675,0.45,0.137904
98,31,M2,166.64,0,2,1,1,0,0,720,0.675,0.45,0.137904
92,81,M2,494.211,0,2,1,1,0,0,720,0.675,0.45,0.137904
70,91,M2,224.131,0,2,1,1,2,0,720,0.675,0.45,0.137904
78,97,M2,150.5,0,2,1,1,5,0,720,0.675,0.45,0.137904
75,7,M2,210.532,0,2,1,1,6,0,720,0.675,0.45,0.137904
34,93,M2,258.954,0,2,1,1,0,0,720,0.675,0.45,0.137904
4,27,M2,526.406,0,2,1,1,2,0,720,0.675,0.45,0.137904
21,15,M2,361.748,0,2,1,1,2,0,720,0.675,0.45,0.137904
14,4,M2,176.676,0,2,1,1,4,0,720,0.675,0.45,0.137904
74,6,M0,32.7242,0,2,1,1,3,0,720,0.675,0.45,0.137904
13,90,M2,450.673,0,2,1,1,3,0,720,0.675,0.45,0.137904
