location[0],location[1],index,state,age,if_migra,mature,div_time,maxDiv,nDiv,cell_cycle,life_span,prob,prob_0,EGFR,IGF1R,AKT,ERK,a_ERK,a_AKT,GSK3b,IRF1,Gal9,pten
42,53,158,quiescent,39.5,31,14,25.5,8,1,14,192,1,0.150647,0.206617,0.22754,0.84718,0.845469,7.15,44,0.542708,0.602163,0.678365,0
47,55,159,quiescent,31.5,15,14,15,8,1,14,192,1,0.150655,0.20667,0.227979,0.847277,0.84553,7.15,44,0.54273,0.602187,0.678399,0
56,52,160,quiescent,29,10,14,14.5,8,1,14,192,1,0.1507,0.206983,0.230683,0.847796,0.845903,7.15,44,0.542818,0.602282,0.678535,0
48,42,161,quiescent,52,8,14,31.5,8,1,14,192,1,0.15066,0.206804,0.228217,0.847327,0.845563,7.15,44,0.542738,0.602195,0.678404,0
55,45,162,quiescent,34,20,14,18.5,8,1,14,192,1,0.150678,0.20688,0.229339,0.847539,0.845718,7.15,44,0.542769,0.602228,0.678453,0
46,42,163,quiescent,30.5,13,14,14,8,1,14,192,1,0.150663,0.206865,0.228427,0.847366,0.845592,7.15,44,0.542746,0.602204,0.67842,0
49,42,164,quiescent,33.5,19,14,18,8,1,14,192,1,0.150661,0.206798,0.228294,0.847342,0.845574,7.15,44,0.542739,0.602196,0.678405,0
45,55,165,quiescent,32,16,14,16,8,1,14,192,1,0.150656,0.206668,0.228033,0.847286,0.845538,7.15,44,0.542731,0.602188,0.678401,0
42,50,166,quiescent,20,40,14,20,8,0,14,192,1,0.150641,0.206609,0.227129,0.847106,0.845413,7.15,44,0.542693,0.602146,0.67834,0
56,46,167,quiescent,50,4,14,29,8,1,14,192,1,0.150688,0.206954,0.229963,0.847658,0.845804,7.15,44,0.54279,0.60225,0.678485,0
44,55,168,quiescent,29.5,11,14,15.5,8,1,14,192,1,0.150658,0.206678,0.228172,0.847311,0.845557,7.15,44,0.542735,0.602192,0.678408,0
41,50,169,quiescent,31.5,15,14,14.5,8,1,14,192,1,0.150649,0.206676,0.227649,0.847205,0.845485,7.15,44,0.542709,0.602163,0.678366,0
51,56,170,quiescent,40.5,33,14,14,8,1,14,192,1,0.150681,0.206859,0.229508,0.847575,0.845741,7.15,44,0.542783,0.602244,0.67848,0
57,47,171,quiescent,54.5,13,14,23.5,8,2,14,192,1,0.150702,0.207052,0.230787,0.847814,0.845918,7.15,44,0.542817,0.60228,0.678528,0
54,43,172,quiescent,58,20,14,26,8,2,14,192,1,0.15068,0.206895,0.229436,0.847559,0.845732,7.15,44,0.542774,0.602233,0.678458,0
55,55,173,quiescent,48.5,1,14,17,8,2,14,192,1,0.150714,0.207071,0.231494,0.847949,0.846015,7.15,44,0.542847,0.602313,0.678578,0
57,46,174,quiescent,44.5,41,14,24.5,8,1,14,192,1,0.150705,0.207082,0.230983,0.847851,0.845945,7.15,44,0.542823,0.602286,0.678537,0
55,54,175,quiescent,18,36,14,18,8,0,14,192,1,0.150714,0.207058,0.231507,0.847951,0.846017,7.15,44,0.542847,0.602314,0.67858,0
52,43,176,quiescent,32.5,17,14,18.5,8,1,14,192,1,0.150664,0.206785,0.228469,0.847373,0.845598,7.15,44,0.542741,0.602198,0.678406,0
45,44,177,quiescent,30,12,14,16,8,1,14,192,1,0.150648,0.206746,0.227548,0.847194,0.84547,7.15,44,0.542714,0.60217,0.678373,0
54,56,178,quiescent,49,2,14,14.5,8,2,14,192,1,0.150705,0.207025,0.230973,0.847853,0.845943,7.15,44,0.542831,0.602296,0.678553,0
56,53,179,quiescent,33,18,14,18.5,8,1,14,192,1,0.150717,0.207083,0.231712,0.84799,0.846045,7.15,44,0.542854,0.602321,0.67859,0
47,56,180,quiescent,43.5,39,14,14,8,2,14,192,1,0.150669,0.206768,0.228774,0.847432,0.84564,7.15,44,0.542758,0.602217,0.678442,0
44,45,181,quiescent,33,18,14,18.5,8,1,14,192,1,0.150646,0.206734,0.227442,0.84717,0.845456,7.15,44,0.542709,0.602164,0.678366,0
42,55,182,quiescent,54,12,14,20.5,8,2,14,192,1,0.150665,0.206719,0.228615,0.847392,0.845618,7.15,44,0.542748,0.602206,0.678428,0
52,56,183,quiescent,52,8,14,22,8,2,14,192,1,0.150688,0.206904,0.229899,0.84765,0.845795,7.15,44,0.542794,0.602256,0.678494,0
44,44,184,quiescent,30.5,13,14,16.5,8,1,14,192,1,0.150655,0.206814,0.227956,0.847272,0.845527,7.15,44,0.542728,0.602185,0.678396,0
54,55,185,quiescent,30.5,13,14,14,8,1,14,192,1,0.150699,0.206972,0.230577,0.847776,0.845889,7.15,44,0.542817,0.602281,0.678531,0
48,55,186,quiescent,14,28,14,14,8,0,14,192,1,0.150657,0.206682,0.228064,0.847295,0.845542,7.15,44,0.542733,0.60219,0.678403,0
42,47,187,quiescent,29,10,14,15,8,1,14,192,1,0.150651,0.20675,0.227745,0.847228,0.845498,7.15,44,0.542716,0.602171,0.678378,0
50,56,188,quiescent,40,32,14,16.5,8,1,14,192,1,0.150676,0.206824,0.229208,0.847517,0.8457,7.15,44,0.542773,0.602233,0.678464,0
41,47,189,quiescent,45.5,43,14,14,8,2,14,192,1,0.150662,0.206843,0.22843,0.847359,0.845593,7.15,44,0.542739,0.602196,0.678413,0
42,46,190,quiescent,34.5,21,14,19,8,1,14,192,1,0.150658,0.206823,0.228137,0.847303,0.845552,7.15,44,0.542731,0.602188,0.678402,0
42,54,191,quiescent,35,22,14,18.5,8,1,14,192,1,0.150655,0.206657,0.227995,0.847271,0.845532,7.15,44,0.542725,0.602181,0.678392,0
41,49,192,quiescent,37,26,14,15,8,1,14,192,1,0.150652,0.206718,0.227803,0.847236,0.845506,7.15,44,0.542715,0.60217,0.678375,0
41,51,193,quiescent,34.5,21,14,20.5,8,1,14,192,1,0.150649,0.20665,0.227614,0.847198,0.84548,7.15,44,0.542708,0.602162,0.678364,0
45,43,194,quiescent,32.5,17,14,16.5,8,1,14,192,1,0.150658,0.206831,0.228117,0.847306,0.845549,7.15,44,0.542735,0.602192,0.678405,0
49,56,195,quiescent,49.5,3,14,14,8,2,14,192,1,0.150673,0.2068,0.229001,0.847477,0.845671,7.15,44,0.542766,0.602226,0.678454,0
40,49,196,quiescent,44,40,14,14.5,8,2,14,192,1,0.150663,0.206805,0.228474,0.847362,0.845599,7.15,44,0.542736,0.602192,0.678408,0
41,54,197,quiescent,59.5,23,14,29.5,8,2,14,192,1,0.15066,0.20669,0.228302,0.847327,0.845574,7.15,44,0.542735,0.602191,0.678407,0
53,42,198,quiescent,37.5,27,14,19,8,1,14,192,1,0.150682,0.20691,0.229545,0.84758,0.845747,7.15,44,0.542778,0.602238,0.678462,0
43,55,199,quiescent,36,24,14,18,8,1,14,192,1,0.150661,0.206696,0.228369,0.847347,0.845584,7.15,44,0.542741,0.602198,0.678417,0
57,51,200,quiescent,31.5,15,14,15.5,8,1,14,192,1,0.150702,0.207016,0.230798,0.847817,0.845919,7.15,44,0.54282,0.602284,0.678537,0
47,42,201,quiescent,31,14,14,16,8,1,14,192,1,0.15066,0.206826,0.228256,0.847334,0.845569,7.15,44,0.54274,0.602197,0.678409,0
57,53,202,quiescent,50.5,5,14,19,8,2,14,192,1,0.150719,0.207114,0.231851,0.848016,0.846064,7.15,44,0.542858,0.602325,0.678597,0
43,45,203,quiescent,39.5,31,14,18.5,8,1,14,192,1,0.150655,0.206813,0.227962,0.84727,0.845528,7.15,44,0.542727,0.602183,0.678395,0
50,42,204,quiescent,31.5,15,14,16.5,8,1,14,192,1,0.150664,0.206806,0.22848,0.847377,0.845599,7.15,44,0.542744,0.602201,0.67841,0
56,45,205,quiescent,46.5,45,14,16,8,2,14,192,1,0.150692,0.206985,0.230177,0.847699,0.845834,7.15,44,0.542796,0.602258,0.678496,0
48,56,206,quiescent,37,26,14,19.5,8,1,14,192,1,0.15067,0.206782,0.228865,0.84745,0.845653,7.15,44,0.542761,0.60222,0.678447,0
57,50,207,quiescent,30,12,14,16,8,1,14,192,1,0.150699,0.207002,0.230589,0.847777,0.84589,7.15,44,0.542812,0.602275,0.678523,0
45,42,208,quiescent,39.5,31,14,19.5,8,1,14,192,1,0.150668,0.206922,0.228734,0.847425,0.845635,7.15,44,0.542757,0.602216,0.678439,0
57,49,209,quiescent,30,12,14,15,8,1,14,192,1,0.150698,0.207007,0.230544,0.847769,0.845884,7.15,44,0.54281,0.602273,0.678519,0
49,41,210,quiescent,45,42,14,15.5,8,2,14,192,1,0.150674,0.206895,0.229046,0.847488,0.845678,7.15,44,0.542766,0.602225,0.678445,0
44,56,211,quiescent,33.5,19,14,16.5,8,1,14,192,1,0.150671,0.206769,0.228955,0.847463,0.845665,7.15,44,0.542763,0.602222,0.678451,0
42,45,212,quiescent,28,8,14,14,8,1,14,192,1,0.150666,0.206907,0.228608,0.847394,0.845617,7.15,44,0.542749,0.602207,0.67843,0
45,56,213,quiescent,36.5,25,14,20.5,8,1,14,192,1,0.150669,0.206761,0.228816,0.847438,0.845646,7.15,44,0.542758,0.602218,0.678445,0
46,41,214,quiescent,45,42,14,15,8,2,14,192,1,0.150675,0.206965,0.22915,0.847507,0.845692,7.15,44,0.542772,0.602232,0.678461,0
57,48,215,quiescent,32.5,17,14,17,8,1,14,192,1,0.150699,0.207025,0.230625,0.847784,0.845895,7.15,44,0.542812,0.602275,0.678521,0
58,48,216,quiescent,58.5,21,14,18.5,8,2,14,192,1,0.150716,0.207159,0.231674,0.847981,0.84604,7.15,44,0.542846,0.602311,0.678573,0
41,52,217,quiescent,14,28,14,14,8,0,14,192,1,0.15065,0.206641,0.227703,0.847216,0.845492,7.15,44,0.542712,0.602166,0.67837,0
52,42,218,quiescent,35,22,14,17.5,8,1,14,192,1,0.150675,0.206865,0.229121,0.847499,0.845688,7.15,44,0.542763,0.602222,0.678438,0
44,43,219,quiescent,35.5,23,14,21.5,8,1,14,192,1,0.150665,0.206902,0.228547,0.847388,0.845609,7.15,44,0.54275,0.602208,0.67843,0
47,41,220,quiescent,46.5,45,14,18,8,2,14,192,1,0.150673,0.206925,0.228991,0.847477,0.84567,7.15,44,0.542766,0.602226,0.67845,0
55,44,221,quiescent,18,36,14,18,8,0,14,192,1,0.150683,0.206921,0.229653,0.8476,0.845762,7.15,44,0.54278,0.60224,0.678469,0
40,51,222,quiescent,53.5,11,14,21,8,2,14,192,1,0.150658,0.206717,0.228162,0.847302,0.845556,7.15,44,0.542725,0.602181,0.678391,0
55,43,223,quiescent,45,42,14,16,8,2,14,192,1,0.15069,0.20697,0.230042,0.847674,0.845815,7.15,44,0.542793,0.602254,0.678489,0
57,54,224,quiescent,37,26,14,21,8,1,14,192,1,0.150732,0.207191,0.232618,0.848159,0.846169,7.15,44,0.542884,0.602354,0.678637,0
43,43,225,quiescent,37.5,27,14,19.5,8,1,14,192,1,0.150674,0.206991,0.229109,0.847496,0.845687,7.15,44,0.54277,0.60223,0.678462,0
56,55,226,quiescent,34.5,21,14,19,8,1,14,192,1,0.15073,0.207175,0.232476,0.848133,0.84615,7.15,44,0.542879,0.602349,0.678629,0
43,44,227,quiescent,33.5,19,14,19.5,8,1,14,192,1,0.150664,0.206898,0.228494,0.847375,0.845601,7.15,44,0.542747,0.602205,0.678426,0
53,56,228,quiescent,29.5,11,14,14,8,1,14,192,1,0.150696,0.206958,0.230386,0.847742,0.845862,7.15,44,0.542811,0.602275,0.678523,0
51,57,229,quiescent,101,10,14,28,8,4,14,192,1,0.150695,0.206969,0.230354,0.847738,0.845858,7.15,44,0.542812,0.602276,0.678525,0
46,57,230,quiescent,46.5,45,14,15.5,8,2,14,192,1,0.150684,0.206875,0.229676,0.847605,0.845765,7.15,44,0.542789,0.602251,0.678492,0
46,56,231,quiescent,38,28,14,19,8,1,14,192,1,0.150668,0.206761,0.228758,0.847428,0.845638,7.15,44,0.542757,0.602216,0.678442,0
41,46,232,quiescent,44,40,14,30,8,1,14,192,1,0.15067,0.206924,0.228874,0.847445,0.845655,7.15,44,0.542756,0.602214,0.678441,0
40,52,233,quiescent,32.5,17,14,16,8,1,14,192,1,0.150658,0.206698,0.228192,0.847309,0.84556,7.15,44,0.542727,0.602183,0.678394,0
41,53,234,quiescent,33,18,14,16,8,1,14,192,1,0.150653,0.206655,0.227914,0.847254,0.845521,7.15,44,0.54272,0.602175,0.678383,0
57,45,235,quiescent,30.5,13,14,14.5,8,1,14,192,1,0.150708,0.20711,0.231177,0.847888,0.845971,7.15,44,0.542829,0.602293,0.678546,0
51,42,236,quiescent,20,40,14,20,8,0,14,192,1,0.150669,0.206829,0.228759,0.847431,0.845638,7.15,44,0.542752,0.60221,0.678421,0
55,56,237,quiescent,48,0,14,23.5,8,1,14,192,1,0.150716,0.207099,0.231624,0.847975,0.846033,7.15,44,0.542852,0.602319,0.678586,0
58,45,238,quiescent,35.5,23,14,16,8,1,14,192,1,0.150727,0.207261,0.232357,0.848108,0.846133,7.15,44,0.542865,0.602332,0.678601,0
41,45,239,quiescent,31.5,15,14,15.5,8,1,14,192,1,0.150678,0.207016,0.229389,0.847544,0.845726,7.15,44,0.542775,0.602236,0.678473,0
40,46,240,quiescent,56.5,17,14,23.5,8,2,14,192,1,0.150684,0.207039,0.229731,0.847609,0.845773,7.15,44,0.542783,0.602244,0.678484,0
39,50,241,quiescent,33,18,14,18.5,8,1,14,192,1,0.15067,0.206841,0.228954,0.84745,0.845665,7.15,44,0.54275,0.602207,0.67843,0
43,56,242,quiescent,30.5,13,14,14.5,8,1,14,192,1,0.150675,0.206785,0.229166,0.847503,0.845694,7.15,44,0.542769,0.602229,0.678462,0
41,55,243,quiescent,39,30,14,19.5,8,1,14,192,1,0.15067,0.206744,0.228883,0.847442,0.845655,7.15,44,0.542756,0.602215,0.678441,0
44,42,244,quiescent,31,14,14,17,8,1,14,192,1,0.150676,0.206997,0.229179,0.847511,0.845696,7.15,44,0.542773,0.602233,0.678465,0
55,57,245,quiescent,72,0,14,27,8,3,14,192,1,0.150722,0.207153,0.232007,0.848048,0.846085,7.15,44,0.542858,0.602325,0.678577,0
40,53,246,quiescent,35.5,23,14,21.5,8,1,14,192,1,0.150661,0.206699,0.228346,0.847338,0.845582,7.15,44,0.542733,0.602189,0.678404,0
54,42,247,quiescent,34.5,21,14,16,8,1,14,192,1,0.150689,0.206963,0.230007,0.847668,0.84581,7.15,44,0.542793,0.602255,0.678488,0
50,57,248,quiescent,46,44,14,14.5,8,2,14,192,1,0.150691,0.206938,0.230105,0.847691,0.845824,7.15,44,0.542804,0.602267,0.678514,0
58,53,249,quiescent,34.5,21,14,19.5,8,1,14,192,1,0.150723,0.207153,0.232066,0.848056,0.846094,7.15,44,0.542864,0.602332,0.678606,0
57,52,250,quiescent,30.5,13,14,16,8,1,14,192,1,0.150709,0.207053,0.231211,0.847895,0.845976,7.15,44,0.542835,0.602301,0.678561,0
48,41,251,quiescent,49,2,14,16,8,2,14,192,1,0.150672,0.206902,0.228961,0.847472,0.845666,7.15,44,0.542764,0.602224,0.678445,0
51,41,252,quiescent,31.5,15,14,15.5,8,1,14,192,1,0.150682,0.206928,0.229565,0.847587,0.845749,7.15,44,0.54278,0.60224,0.678462,0
58,52,253,quiescent,33.5,19,14,19,8,1,14,192,1,0.150717,0.207121,0.231704,0.847987,0.846044,7.15,44,0.542851,0.602317,0.678585,0
58,49,254,quiescent,37.5,27,14,14,8,1,14,192,1,0.150713,0.207127,0.23148,0.847944,0.846013,7.15,44,0.54284,0.602305,0.678565,0
40,48,255,quiescent,38.5,29,14,17.5,8,1,14,192,1,0.150668,0.206871,0.228796,0.847425,0.845643,7.15,44,0.542748,0.602205,0.678427,0
56,44,256,quiescent,50.5,5,14,30,8,1,14,192,1,0.150696,0.20702,0.230439,0.847749,0.84587,7.15,44,0.542805,0.602267,0.678509,0
58,50,257,quiescent,41.5,35,14,26.5,8,1,14,192,1,0.150712,0.207108,0.231408,0.847931,0.846003,7.15,44,0.542839,0.602304,0.678564,0
42,56,258,quiescent,35,22,14,20,8,1,14,192,1,0.150679,0.206805,0.22942,0.847549,0.845729,7.15,44,0.542777,0.602238,0.678474,0
41,44,260,quiescent,38,28,14,15,8,1,14,192,1,0.150688,0.207117,0.229982,0.847658,0.845807,7.15,44,0.542798,0.602261,0.67851,0
54,41,261,quiescent,52.5,9,14,17,8,2,14,192,1,0.150701,0.207046,0.23073,0.847807,0.84591,7.15,44,0.542818,0.602281,0.678524,0
40,50,262,quiescent,21,42,14,21,8,0,14,192,1,0.150659,0.206753,0.228261,0.847321,0.845569,7.15,44,0.542729,0.602184,0.678397,0
45,41,263,quiescent,35.5,23,14,16,8,1,14,192,1,0.15068,0.207022,0.229444,0.847563,0.845733,7.15,44,0.542782,0.602243,0.678477,0
50,41,264,quiescent,32,16,14,16,8,1,14,192,1,0.150677,0.206904,0.229252,0.847528,0.845706,7.15,44,0.542771,0.60223,0.67845,0
47,57,265,quiescent,28.5,9,14,14.5,8,1,14,192,1,0.150684,0.206884,0.229715,0.847613,0.84577,7.15,44,0.542791,0.602253,0.678495,0
58,47,267,quiescent,36.5,25,14,22,8,1,14,192,1,0.150721,0.207199,0.23194,0.84803,0.846076,7.15,44,0.542854,0.60232,0.678584,0
44,57,268,quiescent,42,36,14,27.5,8,1,14,192,1,0.150687,0.206878,0.229867,0.847639,0.845791,7.15,44,0.542794,0.602257,0.678501,0
60,49,269,quiescent,65.5,35,14,17,8,3,14,192,1,0.150747,0.207396,0.233582,0.848334,0.846301,7.15,44,0.542907,0.602378,0.678669,0
43,57,270,quiescent,47,46,14,15,8,2,14,192,1,0.150691,0.206894,0.230113,0.847685,0.845825,7.15,44,0.542802,0.602265,0.678513,0
43,42,271,quiescent,30,12,14,15.5,8,1,14,192,1,0.150685,0.207089,0.229766,0.847623,0.845778,7.15,44,0.542793,0.602256,0.678498,0
47,40,272,quiescent,54,12,14,14,8,2,14,192,1,0.150686,0.207027,0.229783,0.847631,0.84578,7.15,44,0.542794,0.602257,0.678493,0
42,44,273,quiescent,36,24,14,18.5,8,1,14,192,1,0.150675,0.206999,0.229167,0.847503,0.845694,7.15,44,0.54277,0.602231,0.678465,0
58,46,274,quiescent,27.5,7,14,27.5,8,0,14,192,1,0.150725,0.207236,0.232194,0.848078,0.846111,7.15,44,0.542861,0.602327,0.678595,0
44,41,275,quiescent,34.5,21,14,16.5,8,1,14,192,1,0.150688,0.207099,0.229896,0.847649,0.845796,7.15,44,0.542798,0.602261,0.678504,0
42,43,276,quiescent,29.5,11,14,14.5,8,1,14,192,1,0.150686,0.207098,0.229814,0.84763,0.845784,7.15,44,0.542795,0.602257,0.678503,0
56,56,277,quiescent,34.5,21,14,15.5,8,1,14,192,1,0.150726,0.207168,0.232228,0.848087,0.846116,7.15,44,0.542872,0.60234,0.678617,0
56,43,278,quiescent,47.5,47,14,14.5,8,2,14,192,1,0.150701,0.20706,0.230757,0.847809,0.845914,7.15,44,0.542816,0.602279,0.678525,0
55,42,279,quiescent,33,18,14,14,8,1,14,192,1,0.150698,0.207028,0.23053,0.847767,0.845882,7.15,44,0.54281,0.602273,0.678515,0
48,57,280,quiescent,18.5,37,14,18.5,8,0,14,192,1,0.150686,0.206896,0.229792,0.847629,0.845781,7.15,44,0.542794,0.602256,0.678498,0
40,45,281,quiescent,38.5,29,14,16,8,1,14,192,1,0.150693,0.20714,0.230299,0.847717,0.845851,7.15,44,0.542805,0.602268,0.67852,0
57,56,282,quiescent,37.5,27,14,19,8,1,14,192,1,0.150731,0.20721,0.232559,0.848149,0.846161,7.15,44,0.542882,0.602352,0.678634,0
57,55,283,quiescent,45,42,14,14.5,8,2,14,192,1,0.15073,0.207191,0.232517,0.848141,0.846155,7.15,44,0.542881,0.60235,0.678632,0
52,41,284,quiescent,29,10,14,15,8,1,14,192,1,0.150689,0.206964,0.229952,0.84766,0.845803,7.15,44,0.542792,0.602253,0.678481,0
45,58,286,quiescent,51.5,7,14,18.5,8,2,14,192,1,0.150701,0.206998,0.230734,0.847806,0.845911,7.15,44,0.542825,0.60229,0.678549,0
39,51,287,quiescent,29.5,11,14,14.5,8,1,14,192,1,0.150668,0.206793,0.22879,0.84742,0.845643,7.15,44,0.542745,0.602202,0.678422,0
58,44,288,quiescent,49,2,14,14.5,8,2,14,192,1,0.150729,0.207278,0.23247,0.848129,0.846149,7.15,44,0.542869,0.602336,0.678607,0
42,42,289,quiescent,37,26,14,17,8,1,14,192,1,0.150697,0.207201,0.230506,0.847764,0.84588,7.15,44,0.54282,0.602285,0.678542,0
39,53,290,quiescent,36.5,25,14,22,8,1,14,192,1,0.150669,0.20675,0.228837,0.847432,0.845649,7.15,44,0.542748,0.602206,0.678428,0
43,41,291,quiescent,36.5,25,14,22,8,1,14,192,1,0.150697,0.207194,0.230491,0.847763,0.845878,7.15,44,0.542818,0.602283,0.678537,0
40,54,292,quiescent,29.5,11,14,14,8,1,14,192,1,0.150665,0.206727,0.228647,0.847391,0.845622,7.15,44,0.542745,0.602203,0.678424,0
38,50,293,quiescent,50,4,14,20.5,8,2,14,192,1,0.150683,0.206939,0.229734,0.847594,0.845772,7.15,44,0.542773,0.602232,0.678466,0
39,54,294,quiescent,49.5,3,14,27.5,8,1,14,192,1,0.150672,0.206768,0.22904,0.847464,0.845676,7.15,44,0.542757,0.602216,0.678443,0
40,47,295,quiescent,22,44,14,22,8,0,14,192,1,0.150675,0.20695,0.229219,0.847508,0.845702,7.15,44,0.542764,0.602223,0.678452,0
41,56,297,quiescent,32,16,14,17.5,8,1,14,192,1,0.150683,0.206825,0.229666,0.847594,0.845763,7.15,44,0.542784,0.602245,0.678485,0
39,48,299,quiescent,72,0,14,41,8,2,14,192,1,0.150682,0.20698,0.229625,0.84758,0.845758,7.15,44,0.542773,0.602232,0.678466,0
40,55,300,quiescent,32.5,17,14,16,8,1,14,192,1,0.150674,0.20677,0.229156,0.847491,0.845692,7.15,44,0.542764,0.602224,0.678454,0
56,58,301,quiescent,54,12,14,14,8,2,14,192,1,0.150738,0.207274,0.232993,0.848234,0.84622,7.15,44,0.5429,0.602371,0.67866,0
45,57,302,quiescent,25,2,14,25,8,0,14,192,1,0.150684,0.206872,0.229723,0.847613,0.845772,7.15,44,0.54279,0.602252,0.678495,0
40,44,303,quiescent,54,12,14,15.5,8,2,14,192,1,0.150704,0.207251,0.230935,0.847837,0.845938,7.15,44,0.542831,0.602297,0.678563,0
42,57,304,quiescent,35.5,23,14,14.5,8,1,14,192,1,0.150696,0.206918,0.230434,0.847744,0.845869,7.15,44,0.542812,0.602276,0.67853,0
58,51,305,quiescent,35,22,14,21,8,1,14,192,1,0.150713,0.207106,0.23148,0.847945,0.846013,7.15,44,0.542842,0.602308,0.67857,0
59,53,306,quiescent,49.5,3,14,15,8,2,14,192,1,0.150729,0.20721,0.23246,0.848129,0.846148,7.15,44,0.542877,0.602346,0.678626,0
39,47,307,quiescent,51,6,14,21,8,2,14,192,1,0.15069,0.207069,0.230114,0.847675,0.845825,7.15,44,0.542791,0.602252,0.678494,0
48,40,308,quiescent,50.5,5,14,21.5,8,2,14,192,1,0.150686,0.207006,0.229764,0.847628,0.845777,7.15,44,0.542792,0.602254,0.678487,0
59,51,309,quiescent,33,18,14,16,8,1,14,192,1,0.150725,0.207202,0.232216,0.848082,0.846114,7.15,44,0.542866,0.602334,0.678607,0
59,46,311,quiescent,31.5,15,14,16.5,8,1,14,192,1,0.150749,0.207424,0.233692,0.848354,0.846316,7.15,44,0.542908,0.602378,0.678666,0
58,54,312,quiescent,58,20,14,27.5,8,2,14,192,1,0.150729,0.207191,0.232447,0.848127,0.846146,7.15,44,0.542878,0.602347,0.678628,0
52,40,313,quiescent,31,14,14,16.5,8,1,14,192,1,0.150705,0.207075,0.23095,0.847853,0.84594,7.15,44,0.542825,0.602289,0.678529,0
53,41,314,quiescent,17.5,35,14,17.5,8,0,14,192,1,0.150695,0.207005,0.23036,0.847737,0.845859,7.15,44,0.542805,0.602268,0.678502,0
57,44,315,quiescent,35.5,23,14,18,8,1,14,192,1,0.150711,0.207137,0.231372,0.847925,0.845998,7.15,44,0.542835,0.6023,0.678555,0
41,57,316,quiescent,38.5,29,14,18,8,1,14,192,1,0.1507,0.206937,0.230718,0.847796,0.845909,7.15,44,0.542821,0.602285,0.678543,0
59,50,317,quiescent,29.5,11,14,15.5,8,1,14,192,1,0.150726,0.207221,0.232286,0.848095,0.846124,7.15,44,0.542867,0.602335,0.678608,0
50,40,318,quiescent,32.5,17,14,16.5,8,1,14,192,1,0.150692,0.207007,0.230118,0.847696,0.845826,7.15,44,0.542801,0.602263,0.678494,0
40,56,319,quiescent,32,16,14,16.5,8,1,14,192,1,0.150686,0.206837,0.229846,0.847626,0.845788,7.15,44,0.542789,0.602251,0.678492,0
47,58,320,quiescent,34,20,14,18,8,1,14,192,1,0.150702,0.207016,0.230794,0.84782,0.845919,7.15,44,0.542828,0.602294,0.678554,0
45,40,321,quiescent,51,6,14,33,8,1,14,192,1,0.150693,0.207125,0.230221,0.847713,0.84584,7.15,44,0.54281,0.602274,0.678522,0
48,39,322,quiescent,42.5,37,14,14,8,2,14,192,1,0.1507,0.207103,0.230633,0.847799,0.845897,7.15,44,0.542824,0.602289,0.678535,0
59,48,323,quiescent,37,26,14,20.5,8,1,14,192,1,0.150735,0.207309,0.232853,0.8482,0.846201,7.15,44,0.542883,0.602352,0.67863,0
51,40,324,quiescent,31,14,14,14,8,1,14,192,1,0.150698,0.207033,0.230486,0.847766,0.845876,7.15,44,0.542811,0.602274,0.678508,0
54,40,325,quiescent,38,28,14,24,8,1,14,192,1,0.150716,0.207142,0.231629,0.847979,0.846033,7.15,44,0.542847,0.602313,0.678566,0
48,58,326,quiescent,52.5,9,14,18,8,2,14,192,1,0.150705,0.207037,0.230922,0.847846,0.845937,7.15,44,0.542833,0.602299,0.678561,0
44,58,327,quiescent,28,8,14,14,8,1,14,192,1,0.150703,0.207002,0.230881,0.847833,0.845931,7.15,44,0.542829,0.602295,0.678556,0
46,40,328,quiescent,29,10,14,15,8,1,14,192,1,0.150688,0.207067,0.229933,0.847659,0.8458,7.15,44,0.5428,0.602263,0.678504,0
42,41,329,quiescent,33,18,14,17,8,1,14,192,1,0.15071,0.207308,0.231234,0.847903,0.84598,7.15,44,0.542844,0.602311,0.678579,0
56,57,330,quiescent,35.5,23,14,16,8,1,14,192,1,0.15073,0.207206,0.232465,0.848133,0.846148,7.15,44,0.542881,0.60235,0.678631,0
56,42,331,quiescent,32.5,17,14,18.5,8,1,14,192,1,0.150708,0.207106,0.231148,0.847883,0.845967,7.15,44,0.54283,0.602294,0.678546,0
43,58,332,quiescent,35,22,14,19.5,8,1,14,192,1,0.150708,0.207022,0.231184,0.847889,0.845973,7.15,44,0.542839,0.602305,0.678571,0
57,43,333,quiescent,29,10,14,14,8,1,14,192,1,0.150715,0.207166,0.231595,0.847967,0.846029,7.15,44,0.542843,0.602309,0.678568,0
41,42,334,quiescent,45,42,14,28.5,8,1,14,192,1,0.150712,0.207332,0.231403,0.847933,0.846003,7.15,44,0.542853,0.602321,0.678599,0
39,49,335,quiescent,17.5,35,14,17.5,8,0,14,192,1,0.150675,0.206904,0.229235,0.847504,0.845704,7.15,44,0.542759,0.602217,0.678445,0
44,40,337,quiescent,23,46,14,23,8,0,14,192,1,0.1507,0.207201,0.23065,0.847794,0.8459,7.15,44,0.542825,0.60229,0.678546,0
60,50,338,quiescent,33.5,19,14,15,8,1,14,192,1,0.150741,0.207342,0.233222,0.848269,0.846252,7.15,44,0.542897,0.602368,0.678655,0
53,40,339,quiescent,72,0,14,19.5,8,3,14,192,1,0.150712,0.20712,0.231403,0.847937,0.846002,7.15,44,0.542839,0.602304,0.678549,0
