location[0],location[1],index,state,age,if_migra,mature,div_time,maxDiv,nDiv,cell_cycle,life_span,prob,prob_0,EGFR,IGF1R,AKT,ERK,a_ERK,a_AKT,GSK3b,IRF1,Gal9,pten
46,39,394,quiescent,120,0,14,20.5,8,2,14,192,1,0.0226462,0.203089,0.232135,0.269024,0.882827,7.15,44,0.340539,0.420693,0.297897,1
41,60,396,quiescent,126,12,14,41,8,3,14,192,1,0.022702,0.204173,0.236452,0.270234,0.883253,7.15,44,0.341263,0.421102,0.298779,1
58,46,407,quiescent,174.5,13,14,156,8,1,14,192,1,0.0226831,0.203768,0.234919,0.269826,0.883103,7.15,44,0.340967,0.420932,0.298333,1
40,44,408,quiescent,76.5,9,14,41,8,1,14,192,1,0.022664,0.203352,0.233528,0.269409,0.882965,7.15,44,0.340814,0.42085,0.298287,1
39,45,409,quiescent,103,14,14,103,8,0,14,192,1,0.0226704,0.203424,0.233951,0.269548,0.883005,7.15,44,0.340933,0.420918,0.298461,1
45,61,412,alive,144,0,14,33,8,2,14,192,0.00907604,0.0227059,0.204257,0.236734,0.270319,0.88328,7.15,44,0.33821,0.419271,0.284328,1
41,43,414,quiescent,161,34,14,41.5,8,2,14,192,1,0.0226595,0.203294,0.233243,0.269312,0.882938,7.15,44,0.340721,0.420796,0.298145,1
49,62,419,quiescent,127,14,14,42,8,3,14,192,1,0.0227311,0.204624,0.239069,0.270863,0.883515,7.15,44,0.341618,0.421303,0.299192,1
39,60,421,quiescent,31.5,15,14,17.5,8,1,14,192,1,0.0227198,0.204299,0.237748,0.270621,0.883379,7.15,44,0.341528,0.421254,0.299135,1
38,46,425,quiescent,87.5,31,14,20.5,8,1,14,192,1,0.0226791,0.203515,0.234542,0.269739,0.883061,7.15,44,0.341091,0.421009,0.298685,1
43,43,426,quiescent,98.5,5,14,19,8,1,14,192,1,0.0226459,0.203181,0.232172,0.269016,0.882831,7.15,44,0.340507,0.420674,0.297832,1
58,47,428,quiescent,94,44,14,61,8,1,14,192,1,0.0226826,0.203792,0.234904,0.269814,0.883102,7.15,44,0.340936,0.420914,0.298265,1
47,39,431,quiescent,172,8,14,97,8,3,14,192,1,0.0226466,0.203095,0.232099,0.269033,0.882823,7.15,44,0.340562,0.420706,0.297932,1
58,44,440,quiescent,150.5,13,14,60,8,3,14,192,1,0.0226909,0.2038,0.235502,0.269995,0.88316,7.15,44,0.341133,0.421029,0.298625,1
43,61,441,quiescent,180,24,14,50.5,8,2,14,192,1,0.0226983,0.204204,0.236276,0.270154,0.883237,7.15,44,0.341204,0.421068,0.298704,1
57,44,441,quiescent,107,22,14,89,8,1,14,192,1,0.0226866,0.203733,0.235123,0.269901,0.883122,7.15,44,0.341088,0.421004,0.298584,1
49,63,444,quiescent,155.5,23,14,62.5,8,3,14,192,1,0.0227313,0.204645,0.239119,0.270868,0.88352,7.15,44,0.341634,0.421313,0.299228,1
39,61,447,quiescent,76,8,14,38.5,8,2,14,192,1,0.022724,0.204363,0.238092,0.270713,0.883413,7.15,44,0.341576,0.421281,0.299179,1
60,50,450,quiescent,56,16,14,15,8,2,14,192,1,0.0226981,0.204024,0.236045,0.27015,0.883214,7.15,44,0.341121,0.421018,0.298439,1
57,48,451,quiescent,36.5,25,14,36.5,8,0,14,192,1,0.0226806,0.2038,0.234801,0.269771,0.883093,7.15,44,0.340889,0.420887,0.29818,1
61,46,453,quiescent,152.5,17,14,49.5,8,3,14,192,1,0.0226988,0.203916,0.236069,0.270166,0.883215,7.15,44,0.341174,0.42105,0.298555,1
48,63,461,quiescent,66.5,37,14,16.5,8,2,14,192,1,0.0227262,0.204584,0.238737,0.270758,0.883483,7.15,44,0.34155,0.421264,0.299115,1
50,62,464,quiescent,161.5,35,14,80,8,1,14,192,1,0.0227355,0.204679,0.239387,0.27096,0.883545,7.15,44,0.341706,0.421355,0.299332,1
42,43,467,quiescent,109.5,27,14,109.5,8,0,14,192,1,0.0226518,0.203233,0.232654,0.269145,0.882879,7.15,44,0.3406,0.420727,0.29797,1
39,43,475,quiescent,87,30,14,46.5,8,2,14,192,1,0.0226777,0.203443,0.234619,0.269706,0.883073,7.15,44,0.341026,0.420971,0.298602,1
58,49,477,quiescent,36,24,14,36,8,0,14,192,1,0.022688,0.2039,0.235343,0.26993,0.883146,7.15,44,0.340976,0.420936,0.298265,1
47,38,479,quiescent,143.5,47,14,21.5,8,3,14,192,1,0.0226491,0.203089,0.232289,0.269086,0.882842,7.15,44,0.340607,0.420732,0.298001,1
38,60,480,quiescent,84,24,14,14.5,8,2,14,192,1,0.0227315,0.204389,0.238632,0.270877,0.883466,7.15,44,0.341692,0.421347,0.299311,1
43,41,482,quiescent,68.5,41,14,68.5,8,0,14,192,1,0.0226538,0.203204,0.23287,0.269188,0.882903,7.15,44,0.340595,0.420723,0.297952,1
48,64,481,quiescent,73.5,3,14,73.5,8,0,14,192,1,0.0227287,0.204625,0.238971,0.270811,0.883507,7.15,44,0.341592,0.421289,0.299181,1
39,44,485,quiescent,105.5,19,14,40.5,8,2,14,192,1,0.0226729,0.203425,0.234203,0.269603,0.883031,7.15,44,0.340965,0.420937,0.298514,1
43,42,485,quiescent,91.5,39,14,91.5,8,0,14,192,1,0.0226494,0.203187,0.232483,0.269093,0.882863,7.15,44,0.340547,0.420696,0.297887,1
48,38,500,quiescent,185,34,14,60.5,8,5,14,192,1,0.0226519,0.203123,0.232453,0.269148,0.882857,7.15,44,0.340671,0.420769,0.298096,1
61,52,508,quiescent,149,10,14,34.5,8,1,14,192,1,0.0227077,0.204193,0.236776,0.27036,0.883286,7.15,44,0.341271,0.421104,0.298646,1
61,48,507,quiescent,111.5,31,14,56.5,8,2,14,192,1,0.0227055,0.204011,0.236563,0.270312,0.883264,7.15,44,0.341228,0.421079,0.298561,1
61,51,512,quiescent,105,18,14,38.5,8,1,14,192,1,0.0227041,0.204114,0.236466,0.270281,0.883255,7.15,44,0.341216,0.421073,0.298569,1
62,45,516,quiescent,164,40,14,38,8,3,14,192,1,0.0227043,0.203973,0.23654,0.270285,0.883263,7.15,44,0.341273,0.421107,0.298707,1
38,45,520,quiescent,63,30,14,18,8,2,14,192,1,0.0226794,0.203495,0.234624,0.269744,0.883071,7.15,44,0.341091,0.42101,0.298696,1
42,41,522,quiescent,132,24,14,26.5,8,2,14,192,1,0.0226623,0.203281,0.233572,0.269371,0.882973,7.15,44,0.340709,0.420787,0.298107,1
44,39,523,quiescent,132,24,14,47,8,3,14,192,1,0.022655,0.20316,0.232927,0.269215,0.882908,7.15,44,0.34061,0.420731,0.297973,1
61,49,523,quiescent,119,46,14,31.5,8,2,14,192,1,0.0227031,0.204023,0.236369,0.270259,0.883245,7.15,44,0.341194,0.42106,0.298523,1
57,56,525,quiescent,108.5,25,14,26.5,8,2,14,192,1,0.0227402,0.204641,0.239507,0.271063,0.883555,7.15,44,0.341784,0.421399,0.299406,1
62,47,535,alive,114,36,14,48,8,4,14,192,0.00908719,0.0227074,0.203955,0.236508,0.270356,0.883254,7.15,44,0.341018,0.420951,0.296492,1
62,46,538,quiescent,110,28,14,74.5,8,2,14,192,1,0.0227032,0.20395,0.236378,0.270262,0.883246,7.15,44,0.341235,0.421084,0.298624,1
37,45,539,quiescent,135.5,31,14,66,8,1,14,192,1,0.0226884,0.203562,0.235274,0.26994,0.883134,7.15,44,0.341258,0.421106,0.298944,1
40,42,539,quiescent,135,30,14,14.5,8,4,14,192,1,0.0226739,0.203397,0.234403,0.269624,0.883053,7.15,44,0.340934,0.420918,0.298453,1
62,52,545,quiescent,91.5,39,14,35,8,2,14,192,1,0.0227104,0.204214,0.23693,0.270419,0.8833,7.15,44,0.341323,0.421134,0.298723,1
57,54,542,quiescent,138.5,37,14,109.5,8,1,14,192,1,0.0227245,0.204419,0.238298,0.270722,0.883437,7.15,44,0.3415,0.421235,0.298954,1
42,53,547,quiescent,18.5,37,14,18.5,8,0,14,192,1,0.0226701,0.203688,0.233929,0.269544,0.883003,7.15,44,0.340816,0.420848,0.298167,1
58,56,551,quiescent,162.5,37,14,61.5,8,3,14,192,1,0.0227371,0.204622,0.239228,0.270996,0.883527,7.15,44,0.341729,0.421367,0.299313,1
62,53,563,quiescent,163.5,39,14,17,8,3,14,192,1,0.0227155,0.204311,0.237367,0.270529,0.883343,7.15,44,0.3414,0.421178,0.298824,1
38,44,571,quiescent,45,42,14,16,8,1,14,192,1,0.0226821,0.2035,0.234898,0.269802,0.883099,7.15,44,0.341128,0.42103,0.298758,1
48,65,570,quiescent,137,34,14,39,8,3,14,192,1,0.0227321,0.204687,0.239345,0.270884,0.883545,7.15,44,0.34164,0.421316,0.299255,1
47,55,571,quiescent,49.5,3,14,16,8,1,14,192,1,0.0226858,0.203963,0.235274,0.269883,0.883138,7.15,44,0.340989,0.420944,0.298329,1
46,55,570,quiescent,45.5,43,14,24.5,8,1,14,192,1,0.0226777,0.203877,0.234632,0.269706,0.883074,7.15,44,0.340877,0.420881,0.298199,1
45,42,569,quiescent,70,44,14,22.5,8,1,14,192,1,0.0226407,0.203118,0.231734,0.268905,0.882787,7.15,44,0.34044,0.420636,0.297738,1
41,53,574,quiescent,182,28,14,58,8,2,14,192,1,0.0226783,0.203749,0.234528,0.26972,0.883062,7.15,44,0.340948,0.420923,0.298354,1
47,37,575,quiescent,91.5,39,14,73.5,8,1,14,192,1,0.0226517,0.203083,0.23248,0.269143,0.88286,7.15,44,0.340653,0.420758,0.298067,1
62,49,581,alive,94,44,14,35.5,8,3,14,192,0.0090773,0.0227091,0.20403,0.236581,0.270391,0.88326,7.15,44,0.339253,0.419889,0.28813,1
42,40,582,quiescent,144.5,1,14,14,8,2,14,192,1,0.0226695,0.20333,0.234229,0.269527,0.88304,7.15,44,0.340778,0.420826,0.298186,1
49,64,585,quiescent,91.5,39,14,25,8,2,14,192,1,0.0227344,0.204688,0.239394,0.270935,0.883547,7.15,44,0.341605,0.421294,0.298846,1
45,55,585,quiescent,18,36,14,18,8,0,14,192,1,0.0226731,0.203823,0.234265,0.269607,0.883038,7.15,44,0.340818,0.420848,0.298134,1
45,54,585,quiescent,18.5,37,14,18.5,8,0,14,192,1,0.022668,0.203743,0.233851,0.269496,0.882997,7.15,44,0.340747,0.420807,0.298037,1
56,54,592,alive,57.5,19,14,38.5,8,1,14,192,0.00908678,0.0227328,0.204439,0.238691,0.270905,0.88347,7.15,44,0.34023,0.420463,0.291551,1
62,50,596,quiescent,67.5,39,14,67.5,8,0,14,192,1,0.0227073,0.204085,0.236612,0.27035,0.883268,7.15,44,0.341266,0.421101,0.298628,1
43,40,597,quiescent,95,46,14,33.5,8,2,14,192,1,0.0226591,0.203228,0.233316,0.269301,0.882948,7.15,44,0.34065,0.420754,0.29802,1
38,43,601,alive,189.5,43,14,79.5,8,2,14,192,0.00906864,0.0226874,0.203533,0.23541,0.269917,0.883151,7.15,44,0.341053,0.420983,0.298189,1
37,44,604,alive,56,16,14,5.5,8,2,14,192,0,0.0226897,0.203363,0.228961,0.239526,0.884435,7.15,44,0.229014,0.378546,0.168036,1
48,36,607,quiescent,183,30,14,27,8,3,14,192,1,0.0226577,0.203114,0.232885,0.269274,0.882899,7.15,44,0.34077,0.420826,0.298233,1
37,43,610,alive,160,32,14,86.5,8,4,14,192,0.00908326,0.0226976,0.203614,0.236235,0.270139,0.883232,7.15,44,0.341237,0.421089,0.298498,1
43,36,615,quiescent,137.5,35,14,43.5,8,2,14,192,1,0.0226713,0.203204,0.234107,0.269567,0.883024,7.15,44,0.340839,0.420861,0.298262,1
40,61,620,quiescent,50.5,5,14,50.5,8,0,14,192,1,0.0227142,0.20429,0.237363,0.2705,0.883342,7.15,44,0.341435,0.4212,0.298994,1
62,51,627,quiescent,123.5,7,14,123.5,8,0,14,192,1,0.0227075,0.204136,0.236662,0.270355,0.883273,7.15,44,0.341275,0.421107,0.298654,1
48,37,628,quiescent,67.5,39,14,26,8,1,14,192,1,0.0226547,0.203119,0.23267,0.26921,0.882878,7.15,44,0.34072,0.420798,0.298167,1
43,35,642,quiescent,169.5,3,14,50.5,8,3,14,192,1,0.0226722,0.203184,0.234151,0.269587,0.883028,7.15,44,0.34087,0.42088,0.2983,1
36,44,645,alive,133.5,27,14,31.5,8,3,14,192,0.00907238,0.0226968,0.203582,0.236053,0.270121,0.883213,7.15,44,0.337402,0.418798,0.281676,1
48,66,645,quiescent,178.5,21,14,46,8,2,14,192,1,0.0227359,0.204739,0.23971,0.270966,0.883581,7.15,44,0.34168,0.421339,0.299305,1
53,39,652,quiescent,161,34,14,33,8,4,14,192,1,0.0226972,0.203628,0.235815,0.270133,0.883188,7.15,44,0.34125,0.421097,0.298391,1
47,36,655,quiescent,144.5,1,14,17.5,8,2,14,192,1,0.0226542,0.203074,0.232662,0.269199,0.882878,7.15,44,0.340697,0.420784,0.298125,1
52,53,657,alive,144,0,14,44,8,2,14,192,0.00907992,0.0227156,0.204183,0.237356,0.270531,0.88334,7.15,44,0.340724,0.420769,0.294882,1
42,62,664,quiescent,72.5,1,14,30,8,2,14,192,1,0.0227055,0.204277,0.236806,0.270311,0.883289,7.15,44,0.341315,0.421132,0.298854,1
48,43,674,quiescent,96,0,14,53,8,2,14,192,1,0.0226443,0.20318,0.231792,0.268984,0.88279,7.15,44,0.340518,0.420681,0.297817,1
36,63,673,alive,180,24,14,20.5,8,2,14,192,0.00909573,0.0227552,0.204709,0.241224,0.271385,0.883731,7.15,44,0.325535,0.412096,0.248387,1
38,63,674,quiescent,125,10,14,16.5,8,4,14,192,1,0.0227452,0.204588,0.239781,0.271174,0.883579,7.15,44,0.341832,0.421426,0.299403,1
49,67,681,quiescent,145,2,14,60,8,2,14,192,1,0.0227377,0.204759,0.239694,0.271006,0.883577,7.15,44,0.341752,0.421381,0.29941,1
49,38,684,quiescent,141.5,43,14,34.5,8,2,14,192,1,0.0226573,0.203182,0.23282,0.269265,0.882893,7.15,44,0.340774,0.420829,0.298248,1
56,43,681,quiescent,107,22,14,67,8,1,14,192,1,0.02269,0.203716,0.235329,0.269975,0.883141,7.15,44,0.341179,0.421057,0.298708,1
56,44,685,quiescent,17.5,35,14,17.5,8,0,14,192,1,0.0226828,0.203678,0.234796,0.269818,0.883089,7.15,44,0.341051,0.420983,0.298548,1
55,43,685,quiescent,139.5,39,14,44,8,1,14,192,1,0.0226866,0.203662,0.235029,0.269901,0.883111,7.15,44,0.341048,0.42098,0.298259,1
60,57,684,quiescent,139.5,39,14,42.5,8,4,14,192,1,0.0227467,0.204771,0.239946,0.271205,0.883596,7.15,44,0.341874,0.42145,0.299486,1
59,57,691,quiescent,79.5,15,14,79.5,8,0,14,192,1,0.0227455,0.204751,0.239867,0.271179,0.883589,7.15,44,0.341863,0.421444,0.29949,1
49,66,691,quiescent,114,36,14,48.5,8,2,14,192,1,0.0227388,0.204754,0.239785,0.27103,0.883586,7.15,44,0.341752,0.421381,0.299398,1
49,37,689,quiescent,139,38,14,119,8,1,14,192,1,0.0226605,0.203183,0.233067,0.269335,0.882917,7.15,44,0.34083,0.420861,0.298327,1
56,42,690,quiescent,163,38,14,55,8,4,14,192,1,0.0226995,0.203776,0.236044,0.270181,0.883212,7.15,44,0.34122,0.421078,0.298363,1
59,58,697,quiescent,82,20,14,15.5,8,3,14,192,1,0.0227559,0.204888,0.240695,0.271407,0.883669,7.15,44,0.342031,0.421542,0.299725,1
56,45,703,quiescent,61,26,14,18.5,8,1,14,192,1,0.0226779,0.203664,0.234458,0.269713,0.883056,7.15,44,0.340945,0.420922,0.29836,1
48,42,704,quiescent,107,22,14,78,8,1,14,192,1,0.0226444,0.203157,0.231819,0.268985,0.882793,7.15,44,0.34053,0.420688,0.297858,1
47,42,707,quiescent,95,46,14,95,8,0,14,192,1,0.0226409,0.203125,0.231629,0.268911,0.882775,7.15,44,0.340468,0.420652,0.297772,1
43,39,707,quiescent,151,14,14,64.5,8,1,14,192,1,0.0226639,0.203247,0.233719,0.269405,0.882989,7.15,44,0.340706,0.420785,0.298082,1
49,57,709,quiescent,51,6,14,28,8,1,14,192,1,0.0227165,0.204335,0.237678,0.270549,0.883374,7.15,44,0.341464,0.421217,0.299012,1
44,34,718,quiescent,149.5,11,14,27,8,5,14,192,1,0.0226661,0.203096,0.233619,0.269457,0.882974,7.15,44,0.340815,0.420849,0.298228,1
47,44,726,quiescent,54.5,13,14,54.5,8,0,14,192,1,0.0226408,0.203175,0.231598,0.268909,0.882771,7.15,44,0.340442,0.420637,0.297699,1
44,38,725,quiescent,186,36,14,79.5,8,2,14,192,1,0.0226579,0.203154,0.23313,0.269278,0.882928,7.15,44,0.340653,0.420756,0.298019,1
39,42,737,alive,91,38,14,10,8,3,14,192,0,0.0226786,0.203393,0.234526,0.262374,0.88356,7.15,44,0.274609,0.390249,0.191144,1
43,34,741,quiescent,121.5,3,14,48.5,8,1,14,192,1,0.0226735,0.203161,0.234209,0.269616,0.883032,7.15,44,0.340903,0.420899,0.298333,1
47,43,746,quiescent,108.5,25,14,46.5,8,1,14,192,1,0.0226405,0.203146,0.231577,0.268901,0.882769,7.15,44,0.340452,0.420643,0.297734,1
46,43,748,quiescent,60.5,25,14,60.5,8,0,14,192,1,0.0226386,0.203128,0.231501,0.26886,0.882763,7.15,44,0.340417,0.420623,0.297693,1
51,38,748,quiescent,147,6,14,86,8,1,14,192,1,0.0226751,0.203369,0.234114,0.269653,0.88302,7.15,44,0.341076,0.421003,0.298689,1
50,67,749,quiescent,129,18,14,28,8,4,14,192,1,0.0227404,0.204789,0.239848,0.271065,0.883591,7.15,44,0.341753,0.421381,0.299206,1
42,65,756,quiescent,119.5,47,14,15.5,8,2,14,192,1,0.022723,0.204506,0.238191,0.27069,0.883425,7.15,44,0.341591,0.421291,0.299229,1
42,35,764,quiescent,141.5,43,14,82.5,8,1,14,192,1,0.0226827,0.203279,0.234989,0.269816,0.883111,7.15,44,0.341006,0.420957,0.298475,1
46,38,769,quiescent,29,10,14,29,8,0,14,192,1,0.0226488,0.203083,0.232329,0.26908,0.882847,7.15,44,0.340583,0.420718,0.297967,1
47,33,772,quiescent,162.5,37,14,162.5,8,0,14,192,1,0.02266,0.203019,0.233026,0.269325,0.882913,7.15,44,0.340804,0.420845,0.298255,1
38,49,773,quiescent,102.5,13,14,68.5,8,1,14,192,1,0.0226905,0.203692,0.235317,0.269987,0.883136,7.15,44,0.34123,0.421088,0.298824,1
43,65,774,quiescent,140,40,14,72,8,2,14,192,1,0.0227197,0.204498,0.238008,0.270618,0.883408,7.15,44,0.341551,0.421268,0.2992,1
43,63,771,quiescent,31,14,14,31,8,0,14,192,1,0.0227084,0.204349,0.237099,0.270373,0.883319,7.15,44,0.341362,0.42116,0.298934,1
45,43,772,quiescent,36.5,25,14,21,8,1,14,192,1,0.0226388,0.203129,0.231571,0.268864,0.882771,7.15,44,0.340415,0.420622,0.297697,1
45,38,771,quiescent,47.5,47,14,47.5,8,0,14,192,1,0.0226516,0.203106,0.232604,0.26914,0.882875,7.15,44,0.340599,0.420727,0.297984,1
45,39,774,quiescent,20,40,14,20,8,0,14,192,1,0.0226488,0.20311,0.232401,0.26908,0.882855,7.15,44,0.340554,0.4207,0.297914,1
42,34,777,quiescent,95,46,14,70.5,8,1,14,192,1,0.0226829,0.203247,0.234955,0.269821,0.883106,7.15,44,0.341025,0.420968,0.298487,1
64,51,784,quiescent,176,16,14,46.5,8,3,14,192,1,0.0227147,0.204177,0.237059,0.270512,0.883311,7.15,44,0.341414,0.421187,0.298874,1
53,44,781,quiescent,74.5,5,14,38.5,8,2,14,192,1,0.0226721,0.203504,0.233763,0.269589,0.882983,7.15,44,0.340941,0.420922,0.298367,1
53,45,780,quiescent,190.5,45,14,111,8,2,14,192,1,0.0226691,0.203514,0.23361,0.269522,0.882969,7.15,44,0.340859,0.420874,0.298222,1
48,67,786,quiescent,81,18,14,81,8,0,14,192,1,0.0227357,0.20474,0.239607,0.270963,0.88357,7.15,44,0.341706,0.421355,0.299353,1
51,52,784,quiescent,63.5,31,14,63.5,8,0,14,192,1,0.022691,0.203959,0.235674,0.269994,0.883179,7.15,44,0.341035,0.42097,0.298353,1
45,33,789,quiescent,138.5,37,14,16.5,8,4,14,192,1,0.0226633,0.203036,0.23333,0.269397,0.882944,7.15,44,0.340807,0.420846,0.298225,1
45,46,784,quiescent,156,24,14,66.5,8,1,14,192,1,0.022639,0.203212,0.23154,0.268869,0.882766,7.15,44,0.34039,0.420606,0.297613,1
45,40,784,quiescent,61.5,27,14,61.5,8,0,14,192,1,0.0226459,0.203111,0.232174,0.269018,0.882832,7.15,44,0.34051,0.420675,0.297845,1
59,43,786,quiescent,63,30,14,27.5,8,1,14,192,1,0.0227036,0.203928,0.236547,0.270269,0.883264,7.15,44,0.341322,0.421137,0.298891,1
44,40,786,quiescent,57.5,19,14,57.5,8,0,14,192,1,0.0226514,0.203154,0.232639,0.269135,0.882879,7.15,44,0.340561,0.420704,0.297906,1
63,44,794,alive,143,46,14,10.5,8,4,14,192,0,0.0227074,0.20388,0.236412,0.264012,0.883674,7.15,44,0.279009,0.391733,0.194004,1
50,52,796,quiescent,17.5,35,14,17.5,8,0,14,192,1,0.0226831,0.203877,0.235059,0.269824,0.883118,7.15,44,0.340937,0.420914,0.298235,1
50,53,796,quiescent,114.5,37,14,46.5,8,1,14,192,1,0.0226937,0.204007,0.235881,0.270054,0.883198,7.15,44,0.341096,0.421005,0.298447,1
43,64,801,quiescent,174.5,13,14,26.5,8,2,14,192,1,0.0227156,0.204422,0.23755,0.270529,0.883361,7.15,44,0.34132,0.42113,0.297991,1
60,58,804,alive,191,46,14,18,8,4,14,192,0.00908747,0.0227345,0.204895,0.240813,0.270925,0.883716,7.15,44,0.31845,0.408414,0.234705,1
40,64,803,quiescent,177,18,14,110.5,8,1,14,192,1,0.0227292,0.204498,0.238577,0.270826,0.883462,7.15,44,0.341641,0.421318,0.299244,1
47,35,802,quiescent,130,20,14,104,8,1,14,192,1,0.0226566,0.203062,0.232823,0.269251,0.882894,7.15,44,0.340738,0.420808,0.298176,1
44,41,803,quiescent,18,36,14,18,8,0,14,192,1,0.0226474,0.203147,0.232321,0.26905,0.882847,7.15,44,0.340515,0.420678,0.297843,1
44,42,803,quiescent,58.5,21,14,58.5,8,0,14,192,1,0.0226441,0.203143,0.232036,0.268979,0.882818,7.15,44,0.340477,0.420656,0.297789,1
41,65,804,quiescent,103.5,15,14,74.5,8,1,14,192,1,0.0227285,0.204533,0.238562,0.270809,0.883461,7.15,44,0.341653,0.421326,0.299284,1
41,52,804,quiescent,61,26,14,61,8,0,14,192,1,0.0226745,0.203682,0.234225,0.269638,0.883032,7.15,44,0.340901,0.420897,0.298297,1
41,51,805,quiescent,182.5,29,14,182.5,8,0,14,192,1,0.0226698,0.203607,0.233858,0.269537,0.882995,7.15,44,0.340842,0.420864,0.298227,1
39,41,808,alive,145,2,14,15.5,8,2,14,192,0.00904815,0.0226361,0.203482,0.23574,0.268769,0.883269,7.15,44,0.308335,0.403553,0.221791,1
49,68,810,quiescent,33,18,14,15,8,1,14,192,1,0.022739,0.204781,0.239771,0.271036,0.883584,7.15,44,0.341782,0.421399,0.299458,1
63,49,811,quiescent,179.5,23,14,17.5,8,4,14,192,1,0.0227077,0.204013,0.236378,0.270362,0.883238,7.15,44,0.341095,0.420997,0.296729,1
42,66,817,quiescent,105,18,14,69,8,1,14,192,1,0.0227304,0.204592,0.238753,0.270851,0.883479,7.15,44,0.341718,0.421364,0.299406,1
44,43,819,quiescent,124.5,9,14,53,8,1,14,192,1,0.0226413,0.203147,0.231801,0.268918,0.882794,7.15,44,0.340446,0.420639,0.297742,1
42,33,820,quiescent,90.5,37,14,33.5,8,1,14,192,1,0.022684,0.203219,0.234982,0.269844,0.883108,7.15,44,0.341053,0.420984,0.298503,1
40,41,821,alive,112.5,33,14,7.5,8,2,14,192,0,0.0226746,0.203293,0.232684,0.253384,0.88395,7.15,44,0.251231,0.383447,0.177949,1
35,65,826,alive,188,40,14,24.5,8,3,14,192,0.00911273,0.0227712,0.204767,0.241755,0.271741,0.88377,7.15,44,0.332627,0.416001,0.264629,1
50,68,829,quiescent,165.5,43,14,127,8,2,14,192,1,0.0227422,0.204804,0.239957,0.271105,0.883601,7.15,44,0.341835,0.421429,0.29952,1
42,52,830,quiescent,89,34,14,89,8,0,14,192,1,0.0226662,0.203619,0.233609,0.269457,0.882971,7.15,44,0.340765,0.420819,0.298104,1
43,33,834,quiescent,142.5,45,14,72,8,2,14,192,1,0.0226757,0.203143,0.234324,0.269665,0.883043,7.15,44,0.340944,0.420922,0.298371,1
51,53,833,quiescent,19,38,14,19,8,0,14,192,1,0.0227025,0.204099,0.236578,0.270244,0.883268,7.15,44,0.341212,0.421071,0.298595,1
51,54,835,alive,171.5,7,14,68.5,8,2,14,192,0.00907877,0.0227127,0.204236,0.237406,0.270467,0.883348,7.15,44,0.341319,0.421131,0.298285,1
49,41,836,quiescent,107.5,23,14,34,8,3,14,192,1,0.0226506,0.203194,0.232251,0.26912,0.882835,7.15,44,0.340647,0.420755,0.29804,1
41,40,838,quiescent,58.5,21,14,44.5,8,1,14,192,1,0.0226829,0.20345,0.235324,0.269816,0.883149,7.15,44,0.340945,0.42092,0.2984,1
40,65,838,quiescent,55.5,15,14,55.5,8,0,14,192,1,0.0227353,0.204573,0.239049,0.270957,0.883508,7.15,44,0.341733,0.421371,0.299365,1
60,43,842,alive,96,0,14,11,8,3,14,192,0,0.0227036,0.203875,0.236566,0.264925,0.88363,7.15,44,0.282773,0.393064,0.19676,1
41,62,845,quiescent,134,28,14,65.5,8,2,14,192,1,0.0227109,0.204305,0.237171,0.270427,0.883324,7.15,44,0.341386,0.421173,0.298937,1
47,34,846,quiescent,121.5,3,14,48.5,8,2,14,192,1,0.0226586,0.203044,0.232948,0.269294,0.882905,7.15,44,0.340775,0.420829,0.29822,1
46,44,845,quiescent,35,22,14,35,8,0,14,192,1,0.0226385,0.203153,0.231474,0.268857,0.88276,7.15,44,0.340403,0.420614,0.297654,1
40,66,846,quiescent,136.5,33,14,21.5,8,1,14,192,1,0.0227426,0.20466,0.239622,0.271116,0.883564,7.15,44,0.341847,0.421436,0.299519,1
51,68,847,quiescent,176.5,17,14,97.5,8,2,14,192,1,0.0227441,0.204822,0.240049,0.271146,0.883609,7.15,44,0.341876,0.421454,0.299578,1
41,41,848,quiescent,66.5,37,14,66.5,8,0,14,192,1,0.0226722,0.203366,0.234363,0.269586,0.883052,7.15,44,0.340852,0.420869,0.298307,1
48,34,850,quiescent,115,38,14,20,8,4,14,192,1,0.0226622,0.203087,0.233199,0.269373,0.88293,7.15,44,0.340849,0.420872,0.298314,1
41,66,859,quiescent,161,34,14,140,8,1,14,192,1,0.0227362,0.204623,0.239159,0.270977,0.883519,7.15,44,0.341776,0.421397,0.299453,1
50,54,866,quiescent,74,4,14,40.5,8,1,14,192,1,0.0227053,0.204147,0.236791,0.270305,0.883287,7.15,44,0.34121,0.421068,0.298079,1
42,32,866,quiescent,112.5,33,14,69,8,1,14,192,1,0.0226866,0.203197,0.235104,0.2699,0.883119,7.15,44,0.341098,0.42101,0.298539,1
41,61,867,quiescent,21,42,14,21,8,0,14,192,1,0.0227063,0.204238,0.236799,0.270327,0.883287,7.15,44,0.341322,0.421136,0.298853,1
42,42,869,quiescent,36,24,14,36,8,0,14,192,1,0.0226563,0.203247,0.233045,0.269241,0.882919,7.15,44,0.340648,0.420753,0.298032,1
48,68,871,quiescent,126.5,13,14,30.5,8,2,14,192,1,0.0227368,0.204757,0.239627,0.270986,0.883571,7.15,44,0.341736,0.421372,0.299371,1
36,54,873,alive,151.5,15,14,2.5,8,4,14,192,0,0.0227506,0.202835,0.208073,0.19795,0.884634,7.15,44,0.193578,0.373108,0.152567,1
