,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1,0.981517392956807,0.9767405320842074,0.9720223746922477,0.9644632635618702,0.9703600015956094,0.9729001983734167,0.9719046604496169,0.9729775490345184,0.9850999215871806,0.9954680291310302
0.2,0.9882601100309699,0.9797544020660882,0.9707554213657026,0.9747848692301818,0.9777709579978274,0.9822918286025893,0.9808493256960567,0.9946816392427459,1.008418778084022,1.0104751073865013
0.3,0.9877108652393339,0.9800091833865133,0.9823424814402926,0.9841751337893136,0.9904953676880676,0.9890370192819421,0.9984167869696753,1.0131371537302492,1.0204815943230823,1.0314042654635192
0.4,0.9882432979908807,0.985689714102132,0.9854999995351628,0.9864361153191736,0.9910011721985914,1.005036015232347,1.018632638865301,1.0207014340609737,1.0369726731053721,1.0456126925816145
0.5,0.9908917908676148,0.9894881686224167,0.987899657740004,0.9937155262200388,1.0041495339257225,1.0152519903331756,1.0327202330415435,1.0451085395715913,1.042761555288008,1.0555242326970837
0.6,0.9906417997563827,0.9881027039640639,0.9935448120114957,1.0024675514820842,1.0098346845985198,1.029685769547599,1.0426365849079675,1.0413983863910943,1.0605383183597357,1.0631744584601113
0.7,0.9950803745089554,0.9877885880344833,0.998898670158792,1.0087224836084212,1.0229152859096742,1.0385205391361167,1.0491388676370905,1.054701787984077,1.0650157132753697,1.074511201562582
0.8,0.994916688801329,0.998526787777098,0.9966579109164437,1.012829404551909,1.0297216795311148,1.0329770494579182,1.0390666531355526,1.0499133365916087,1.0948977223584884,1.0890987270257042
0.9,1.0029153332480392,0.9975885808337671,1.0040835537335582,1.0180520800228217,1.019446192191686,1.0352395053835888,1.062032802885642,1.0596283228312164,1.0902941349813942,1.1180240932752283
1.0,0.9955484233621643,1.0059754579304576,1.0059757871181634,1.009889882814839,1.0192593177617761,1.0277365224569717,1.052596932087745,1.076735008175291,1.0935683961765164,1.1391871871025887
